"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","relevance_raw","doc_type_ai_raw","doc_type_ai_clean","presence_absence_clean","doi_clean","page_count_clean","paper_id","interaction_id","fungal_taxon_raw","fungal_taxon_resolved","fungal_taxon_status","fungal_taxon_resolution_method","fungal_taxon_confidence","fungal_taxon_accepted_ids","fungal_taxon_kingdom","fungal_taxon_phylum","fungal_taxon_class","plant_host_raw","plant_host_resolved","plant_host_status","plant_host_resolution_method","plant_host_confidence","plant_host_accepted_ids","plant_host_kingdom","plant_host_phylum","plant_host_class" 
"Relevant","abstract","abstract","0","10.1007/s00374-009-0361-3","cruciata laevipes","arbuscular mycorrhizal fungi (amf)","root","present","mycorrhiza","root colonization was microscopically assessed monthly from may until october 2006. phosphorus content in roots correlated positively with most amf structures.","ljubljana marsh","slovenia","abstract-csv","doi_10.1007_s00374-009-0361-3","Relevant","Abstract","Abstract","Uncertain","10.1007/s00374-009-0361-3","0","doi:10.1007/s00374-009-0361-3","int_88e8b5f6fc628ff3","arbuscular mycorrhizal fungi (amf)","","Unresolved","descriptor_non_taxon","0.00","","","NA","NA","cruciata laevipes","cruciata laevipes","Resolved","exact_accepted","1.00","5338920","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.3390/agriculture13040809","malus domestica","neonectria ditissima","leaf","present","pathogen","isolated from healthy apple trees, antagonises n. ditissima, reduces incidence of n. ditissima infections","NA","NA","abstract-csv","doi_10.3390_agriculture13040809","Relevant","Abstract","Abstract","Uncertain","10.3390/agriculture13040809","0","doi:10.3390/agriculture13040809","int_254b9c9e2e539c5d","neonectria ditissima","neonectria ditissima","Resolved","exact_accepted","1.00","2563919","Fungi","ascomycota","sordariomycetes","malus domestica","malus domestica","Resolved","exact_accepted","1.00","3001244","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.3390/agriculture13040809","malus domestica","epicoccum nigrum","leaf","present","pathogen","isolated from healthy apple trees, antagonises n. ditissima, reduces incidence of n. ditissima infections","NA","NA","abstract-csv","doi_10.3390_agriculture13040809","Relevant","Abstract","Abstract","Uncertain","10.3390/agriculture13040809","0","doi:10.3390/agriculture13040809","int_7eed5a6eea4fecf2","epicoccum nigrum","epicoccum nigrum","Resolved","exact_accepted","1.00","2617206","Fungi","ascomycota","dothideomycetes","malus domestica","malus domestica","Resolved","exact_accepted","1.00","3001244","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s13199-019-00629-z","acaena elongata","arbuscular mycorrhizal fungi","root","present","mycorrhiza","established mutualism, associated with plant reproduction and phenology","forest","mexico","abstract-csv","doi_10.1007_s13199-019-00629-z","Relevant","Abstract","Abstract","Uncertain","10.1007/s13199-019-00629-z","0","doi:10.1007/s13199-019-00629-z","int_19dcff502432faed","arbuscular mycorrhizal fungi","","Unresolved","descriptor_non_taxon","0.00","","","NA","NA","acaena elongata","acaena elongata","Resolved","exact_accepted","1.00","5370941","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.5897/ajmr12.766","kandelia candel","pestalotiopsis (multiple species mentioned: virgatula","NA","present","endophyte","isolated from mangrove plants in south china","forest","china","abstract-csv","doi_10.5897_ajmr12.766","Relevant","Abstract","Abstract","Uncertain","10.5897/ajmr12.766","0","doi:10.5897/ajmr12.766","int_8e1cab13025c8cde","pestalotiopsis (multiple species mentioned: virgatula","","Unresolved","no_match","0.00","","","NA","NA","kandelia candel","kandelia candel","Resolved","exact_accepted","1.00","3874179","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.5897/ajmr12.766","kandelia candel","gracilis","NA","present","endophyte","isolated from mangrove plants in south china","forest","china","abstract-csv","doi_10.5897_ajmr12.766","Relevant","Abstract","Abstract","Uncertain","10.5897/ajmr12.766","0","doi:10.5897/ajmr12.766","int_a23e475bc8fa3b28","gracilis","","Unresolved","no_match","0.00","","","NA","NA","kandelia candel","kandelia candel","Resolved","exact_accepted","1.00","3874179","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.5897/ajmr12.766","kandelia candel","flavidula","NA","present","endophyte","isolated from mangrove plants in south china","forest","china","abstract-csv","doi_10.5897_ajmr12.766","Relevant","Abstract","Abstract","Uncertain","10.5897/ajmr12.766","0","doi:10.5897/ajmr12.766","int_a99a1c5bd14e444c","flavidula","","Unresolved","no_match","0.00","","","NA","NA","kandelia candel","kandelia candel","Resolved","exact_accepted","1.00","3874179","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.5897/ajmr12.766","kandelia candel","disseminata","NA","present","endophyte","isolated from mangrove plants in south china","forest","china","abstract-csv","doi_10.5897_ajmr12.766","Relevant","Abstract","Abstract","Uncertain","10.5897/ajmr12.766","0","doi:10.5897/ajmr12.766","int_0cd199d5567fdfb9","disseminata","","Unresolved","no_match","0.00","","","NA","NA","kandelia candel","kandelia candel","Resolved","exact_accepted","1.00","3874179","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.5897/ajmr12.766","kandelia candel","crassiuscula","NA","present","endophyte","isolated from mangrove plants in south china","forest","china","abstract-csv","doi_10.5897_ajmr12.766","Relevant","Abstract","Abstract","Uncertain","10.5897/ajmr12.766","0","doi:10.5897/ajmr12.766","int_f8c2efcc1c00a66f","crassiuscula","","Unresolved","no_match","0.00","","","NA","NA","kandelia candel","kandelia candel","Resolved","exact_accepted","1.00","3874179","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.5897/ajmr12.766","kandelia candel","paeoniae)","NA","present","endophyte","isolated from mangrove plants in south china","forest","china","abstract-csv","doi_10.5897_ajmr12.766","Relevant","Abstract","Abstract","Uncertain","10.5897/ajmr12.766","0","doi:10.5897/ajmr12.766","int_778899013784ceef","paeoniae)","","Unresolved","no_match","0.00","","","NA","NA","kandelia candel","kandelia candel","Resolved","exact_accepted","1.00","3874179","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.funbio.2015.07.003","loblolly pine (pinus taeda)","various","leaf","present","endophyte","isolated from both seedlings and adult trees using culturing and culture-independent methods","NA","NA","abstract-csv","doi_10.1016_j.funbio.2015.07.003","Relevant","Abstract","Abstract","Uncertain","10.1016/j.funbio.2015.07.003","0","doi:10.1016/j.funbio.2015.07.003","int_31044cab6758bbdd","various","","Unresolved","no_match","0.00","","","NA","NA","loblolly pine (pinus taeda)","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1016/j.funbio.2015.07.003","loblolly pine (pinus taeda)","not specified at species level in the text","leaf","present","endophyte","isolated from both seedlings and adult trees using culturing and culture-independent methods","NA","NA","abstract-csv","doi_10.1016_j.funbio.2015.07.003","Relevant","Abstract","Abstract","Uncertain","10.1016/j.funbio.2015.07.003","0","doi:10.1016/j.funbio.2015.07.003","int_a0fc2e29486c97b1","not specified at species level in the text","","Unresolved","empty","0.00","","","NA","NA","loblolly pine (pinus taeda)","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1094/phyto-03-19-0093-r","hevea guianensis","trichoderma koningiopsis","endophyte","present","biocontrol","isolated from wild hevea guianensis specimen, able to endophytically colonize h. brasiliensis, demonstrated antibiosis capacity against corynespora cassiicola, and showed differential reduction of ccp mycelial development and symptoms when pre-inoculated with rubber plants","peruvian amazon","peru","abstract-csv","doi_10.1094_phyto-03-19-0093-r","Relevant","Abstract","Abstract","Uncertain","10.1094/phyto-03-19-0093-r","0","doi:10.1094/phyto-03-19-0093-r","int_e9a359cfba57f6cd","trichoderma koningiopsis","trichoderma koningiopsis","Resolved","exact_accepted","1.00","5483308","Fungi","ascomycota","sordariomycetes","hevea guianensis","hevea guianensis","Resolved","exact_accepted","1.00","3071199","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1094/phyto-03-19-0093-r","hevea brasiliensis","trichoderma koningiopsis","endophyte","present","biocontrol","isolated from wild hevea guianensis specimen, able to endophytically colonize h. brasiliensis, demonstrated antibiosis capacity against corynespora cassiicola, and showed differential reduction of ccp mycelial development and symptoms when pre-inoculated with rubber plants","peruvian amazon","peru","abstract-csv","doi_10.1094_phyto-03-19-0093-r","Relevant","Abstract","Abstract","Uncertain","10.1094/phyto-03-19-0093-r","0","doi:10.1094/phyto-03-19-0093-r","int_ef28fa66b1366394","trichoderma koningiopsis","trichoderma koningiopsis","Resolved","exact_accepted","1.00","5483308","Fungi","ascomycota","sordariomycetes","hevea brasiliensis","hevea brasiliensis","Resolved","exact_accepted","1.00","3071171","Plantae","tracheophyta","magnoliopsida"
"Relevant","full-text","full-text","17","10.3389/fpls.2024.1444271","triticum aestivum (wheat)","gaeumannomyces tritici","root","present","pathogen","responsible for take-all disease, a major root problem of wheat crops worldwide","grassland","united kingdom","full-text","doi_10.3389_fpls.2024.1444271","Relevant","Full-Text","Full-Text","Uncertain","10.3389/fpls.2024.1444271","17","doi:10.3389/fpls.2024.1444271","int_c291e332dfb599e7","gaeumannomyces tritici","gaeumannomyces tritici","Resolved","exact_accepted","1.00","9684987","Fungi","ascomycota","sordariomycetes","triticum aestivum (wheat)","triticum aestivum","Resolved","exact_accepted","1.00","7795888","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1111/1751-7915.12467","oryza sativa (rice)","fusarium oxysporum","NA","present","endophyte","the fungal endophyte fusarium oxysporum was isolated from rice media and produced nematode-antagonistic compounds.","agriculture","NA","abstract-csv","doi_10.1111_1751-7915.12467","Relevant","Abstract","Abstract","Uncertain","10.1111/1751-7915.12467","0","doi:10.1111/1751-7915.12467","int_185c2819da310e4f","fusarium oxysporum","fusarium oxysporum","Resolved","exact_accepted","1.00","5251961","Fungi","ascomycota","sordariomycetes","oryza sativa (rice)","oryza sativa","Resolved","exact_accepted","1.00","2703459","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1046/j.1469-8137.1997.00778.x","vaccinium macrocarpon ait.","hymenoscyphus ericae (read) korf & kernan","mycorrhizal","present","endophyte","growth with mycorrhizal condition","mor-humus heathland soil","NA","abstract-csv","doi_10.1046_j.1469-8137.1997.00778.x","Relevant","Abstract","Abstract","Uncertain","10.1046/j.1469-8137.1997.00778.x","0","doi:10.1046/j.1469-8137.1997.00778.x","int_aca96ab94fe0423b","hymenoscyphus ericae (read) korf & kernan","","Unresolved","no_match","0.00","","","NA","NA","vaccinium macrocarpon ait.","vaccinium macrocarpon","Resolved","exact_accepted","1.00","2882841","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s11104-018-3710-x","achnatherum inebrians","epichloe gansuensis","NA","present","endophyte","plants with epichloe gansuensis endophytes had improved growth under nitrogen deficiency compared to those without.","NA","NA","abstract-csv","doi_10.1007_s11104-018-3710-x","Relevant","Abstract","Abstract","Uncertain","10.1007/s11104-018-3710-x","0","doi:10.1007/s11104-018-3710-x","int_6e0871bd49a7d436","epichloe gansuensis","epichloe gansuensis","Resolved","exact_accepted","1.00","7581015","Fungi","ascomycota","sordariomycetes","achnatherum inebrians","achnatherum inebrians","Resolved","exact_accepted","1.00","4141881","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.3390/jof6030180","triticum aestivum (bread wheat)","alternaria infectoria","stem","present","endophyte","most abundant species in wild plants","NA","NA","abstract-csv","doi_10.3390_jof6030180","Relevant","Abstract","Abstract","Uncertain","10.3390/jof6030180","0","doi:10.3390/jof6030180","int_083f5fc05acb74db","alternaria infectoria","alternaria infectoria","Resolved","exact_accepted","1.00","2616954","Fungi","ascomycota","dothideomycetes","triticum aestivum (bread wheat)","triticum aestivum","Resolved","exact_accepted","1.00","7795888","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1016/j.biocontrol.2021.104687","cucumis melo (melon)","beauveria bassiana","leaf","present","endophyte","initiated endophytic colonization by spraying plants, re-isolated after each passage.","NA","NA","abstract-csv","doi_10.1016_j.biocontrol.2021.104687","Relevant","Abstract","Abstract","Uncertain","10.1016/j.biocontrol.2021.104687","0","doi:10.1016/j.biocontrol.2021.104687","int_1d963ba7ea41fa6a","beauveria bassiana","beauveria bassiana","Resolved","exact_accepted","1.00","2560612","Fungi","ascomycota","sordariomycetes","cucumis melo (melon)","cucumis melo","Resolved","exact_accepted","1.00","2874570","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s00248-013-0324-y","common aquatic plants (not specified in full latin names)","60 putative species","root","present","endophyte","isolated from roots and photosynthetic tissues during two growing seasons","lentic waters","united states","abstract-csv","doi_10.1007_s00248-013-0324-y","Relevant","Abstract","Abstract","Uncertain","10.1007/s00248-013-0324-y","0","doi:10.1007/s00248-013-0324-y","int_ac5953fb0a05224a","60 putative species","","Unresolved","no_match","0.00","","","NA","NA","common aquatic plants (not specified in full latin names)","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1556/abiol.52.2001.2-3.9","brachypodium sylvaticum","epichloe sylvatica","undisclosed","present","mutualist","the fungus may obligatorily infect the plant and display two alternative modes of reproduction: mutualistic/asymptomatic or pathogenic/symptomatic. the text suggests a maternal effect of the host association on the choke rate in offspring, but the fungal genotype determines stroma formation and thus the mode of reproduction.","forest","NA","abstract-csv","doi_10.1556_abiol.52.2001.2-3.9","Relevant","Abstract","Abstract","Uncertain","10.1556/abiol.52.2001.2-3.9","0","doi:10.1556/abiol.52.2001.2-3.9","int_b827efa966aa43d6","epichloe sylvatica","epichloe sylvatica","Resolved","exact_accepted","1.00","4909560","Fungi","ascomycota","sordariomycetes","brachypodium sylvaticum","brachypodium sylvaticum","Resolved","exact_accepted","1.00","5290146","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1128/aem.58.3.857-861.1992","festuca arundinacea schreber (tall fescue)","acremonium coenophialum","NA","present","endophyte","endophytically associated","NA","NA","abstract-csv","doi_10.1128_aem.58.3.857-861.1992","Relevant","Abstract","Abstract","Uncertain","10.1128/aem.58.3.857-861.1992","0","doi:10.1128/aem.58.3.857-861.1992","int_2b0174ae27a2427a","acremonium coenophialum","epichloe coenophiala","Resolved","exact_accepted","1.00","8182525","Fungi","ascomycota","sordariomycetes","festuca arundinacea schreber (tall fescue)","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1016/j.soilbio.2016.07.014","lolium arundinaceum (schreb.)","epichloe coenophiala","root","present","endophyte","lives within tall fescue and potentially affects soil processes such as carbon and nitrogen cycling.","NA","ky","abstract-csv","doi_10.1016_j.soilbio.2016.07.014","Relevant","Abstract","Abstract","Uncertain","10.1016/j.soilbio.2016.07.014","0","doi:10.1016/j.soilbio.2016.07.014","int_2249e11594662aa3","epichloe coenophiala","epichloe coenophiala","Resolved","exact_accepted","1.00","8182525","Fungi","ascomycota","sordariomycetes","lolium arundinaceum (schreb.)","lolium arundinaceum","Resolved","exact_accepted","1.00","2706231","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1111/j.1469-8137.1992.tb00076.x","lupinus species","vesicular-arbuscular mycorrhizal fungi","root","present","endophyte","colonized by aseptate hyphae and vesicles attributable to vesicular-arbuscular mycorrhizal fungi","NA","united states","abstract-csv","doi_10.1111_j.1469-8137.1992.tb00076.x","Relevant","Abstract","Abstract","Uncertain","10.1111/j.1469-8137.1992.tb00076.x","0","doi:10.1111/j.1469-8137.1992.tb00076.x","int_2e87ed726b0d0a60","vesicular-arbuscular mycorrhizal fungi","","Unresolved","descriptor_non_taxon","0.00","","","NA","NA","lupinus species","lupinus","Resolved","genus_exact","0.70","2963774","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1139/b10-026","astragalus lentiginosus m.e. jones","undifilum oxytropis (q. wang","seed","present","endophyte","isolated from seed and found in both foliage and root tissues of the plant. identified using light microscopy and polymerase chain reaction.","NA","NA","abstract-csv","doi_10.1139_b10-026","Relevant","Abstract","Abstract","Uncertain","10.1139/b10-026","0","doi:10.1139/b10-026","int_f459afc1a74a8708","undifilum oxytropis (q. wang","alternaria oxytropis","Resolved","synonym_map","0.95","8146654","Fungi","ascomycota","dothideomycetes","astragalus lentiginosus m.e. jones","astragalus lentiginosus","Resolved","exact_accepted","1.00","5344810","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1139/b10-026","astragalus lentiginosus m.e. jones","nagao & kakish) pryor","seed","present","endophyte","isolated from seed and found in both foliage and root tissues of the plant. identified using light microscopy and polymerase chain reaction.","NA","NA","abstract-csv","doi_10.1139_b10-026","Relevant","Abstract","Abstract","Uncertain","10.1139/b10-026","0","doi:10.1139/b10-026","int_ff247c733db95dda","nagao & kakish) pryor","","Unresolved","no_match","0.00","","","NA","NA","astragalus lentiginosus m.e. jones","astragalus lentiginosus","Resolved","exact_accepted","1.00","5344810","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s00442-002-1082-6","betula pubescens ssp. czerepanovii","melampsoridium betulinum","leaf","present","pathogen","involved in species interactions, recorded naturally","mountain","NA","abstract-csv","doi_10.1007_s00442-002-1082-6","Relevant","Abstract","Abstract","Uncertain","10.1007/s00442-002-1082-6","0","doi:10.1007/s00442-002-1082-6","int_2bfe52c86713db0f","melampsoridium betulinum","melampsoridium betulinum","Resolved","exact_accepted","1.00","2516809","Fungi","basidiomycota","pucciniomycetes","betula pubescens ssp. czerepanovii","betula pubescens","Resolved","exact_accepted","1.00","9118014","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.2136/sssaj1993.03615995005700010015x","glycine max (l.) merr.","glomus mosseae (nicol. & gerd.) gerd. and trappe","root","present","mycorrhiza","root colonization by glomus mosseae in split-root soybean plants","NA","NA","abstract-csv","doi_10.2136_sssaj1993.03615995005700010015x","Relevant","Abstract","Abstract","Uncertain","10.2136/sssaj1993.03615995005700010015x","0","doi:10.2136/sssaj1993.03615995005700010015x","int_071c666842149328","glomus mosseae (nicol. & gerd.) gerd. and trappe","funneliformis mosseae","Partially_Resolved","no_match; synonym_map","0.47","7578300","Fungi","glomeromycota","glomeromycetes","glycine max (l.) merr.","glycine max","Resolved","exact_accepted","1.00","5359660","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s13225-016-0370-0","NA","[encoelia fascicularis","NA","present","endophyte","identified as endophytes in the study","NA","NA","abstract-csv","doi_10.1007_s13225-016-0370-0","Relevant","Abstract","Abstract","Uncertain","10.1007/s13225-016-0370-0","0","doi:10.1007/s13225-016-0370-0","int_77405249815ef426","[encoelia fascicularis","","Unresolved","no_match","0.00","","","NA","NA","NA","","Unresolved","none","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1007/s13225-016-0370-0","NA","encoelia pruinosa] - sclerotiniaceae","NA","present","endophyte","identified as endophytes in the study","NA","NA","abstract-csv","doi_10.1007_s13225-016-0370-0","Relevant","Abstract","Abstract","Uncertain","10.1007/s13225-016-0370-0","0","doi:10.1007/s13225-016-0370-0","int_58a25eb9f58990f5","encoelia pruinosa] - sclerotiniaceae","sclerencoelia pruinosa","Resolved","synonym_map","0.95","9508272","Fungi","ascomycota","leotiomycetes","NA","","Unresolved","none","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1007/s00248-016-0750-8","tall fescue (schedonorus arundinaceus)","epichloa << coenophiala","stem","present","endophyte","forming a symbiotic relationship with the shoot-specific fungal endophyte e. coenophiala.","grassland","NA","abstract-csv","doi_10.1007_s00248-016-0750-8","Relevant","Abstract","Abstract","Uncertain","10.1007/s00248-016-0750-8","0","doi:10.1007/s00248-016-0750-8","int_014684e5f8ecd38a","epichloa << coenophiala","","Unresolved","no_match","0.00","","","NA","NA","tall fescue (schedonorus arundinaceus)","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1094/pdis.1998.82.7.738","festuca arundinacea (tall fescue)","neotyphodium sp.","plant accessions","present","endophyte","pcr-based detection from geographically diverse sample","NA","NA","abstract-csv","doi_10.1094_pdis.1998.82.7.738","Relevant","Abstract","Abstract","Uncertain","10.1094/pdis.1998.82.7.738","0","doi:10.1094/pdis.1998.82.7.738","int_7dcce1236951ecae","neotyphodium sp.","neotyphodium","Resolved","genus_exact","0.70","2562666","Fungi","ascomycota","sordariomycetes","festuca arundinacea (tall fescue)","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1094/pdis-04-13-0465-re","citrus sp.","guignardia citricarpa","leaf","present","pathogen","isolated from partially decomposed leaves where fruiting bodies cannot be morphologically distinguished","NA","florida","abstract-csv","doi_10.1094_pdis-04-13-0465-re","Relevant","Abstract","Abstract","Uncertain","10.1094/pdis-04-13-0465-re","0","doi:10.1094/pdis-04-13-0465-re","int_d11ccdb06d44a9e2","guignardia citricarpa","phyllosticta citricarpa","Resolved","synonym_map","0.95","2611486","Fungi","ascomycota","dothideomycetes","citrus sp.","citrus","Resolved","genus_exact","0.70","3190155","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1111/j.1442-9993.2011.02325.x","lolium multiflorum","neotyphodium occultans","seed","present","symbiotic","vertical transmission in annual grass population, modified by grazing and soil type","NA","NA","abstract-csv","doi_10.1111_j.1442-9993.2011.02325.x","Relevant","Abstract","Abstract","Uncertain","10.1111/j.1442-9993.2011.02325.x","0","doi:10.1111/j.1442-9993.2011.02325.x","int_d4825782778bd231","neotyphodium occultans","epichloe occultans","Resolved","synonym_map","0.95","7783323","Fungi","ascomycota","sordariomycetes","lolium multiflorum","lolium multiflorum","Resolved","exact_accepted","1.00","11216982","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1007/s00300-013-1328-2","avenella flexuosa","unknown (mentioned as a variety of fungal taxa were retrieved","NA","present","NA","possible consumption due to presence in lemming stomach contents, but not confirmed as food source.","tundra","norway","abstract-csv","doi_10.1007_s00300-013-1328-2","Relevant","Abstract","Abstract","Uncertain","10.1007/s00300-013-1328-2","0","doi:10.1007/s00300-013-1328-2","int_85aaf23109deebad","unknown (mentioned as a variety of fungal taxa were retrieved","","Unresolved","no_match","0.00","","","NA","NA","avenella flexuosa","avenella flexuosa","Resolved","exact_accepted","1.00","4149465","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1007/s00300-013-1328-2","avenella flexuosa","but most likely micromycetes and unlikely to be consumed as food)","NA","present","NA","possible consumption due to presence in lemming stomach contents, but not confirmed as food source.","tundra","norway","abstract-csv","doi_10.1007_s00300-013-1328-2","Relevant","Abstract","Abstract","Uncertain","10.1007/s00300-013-1328-2","0","doi:10.1007/s00300-013-1328-2","int_8e042e1135e4a255","but most likely micromycetes and unlikely to be consumed as food)","","Unresolved","no_match","0.00","","","NA","NA","avenella flexuosa","avenella flexuosa","Resolved","exact_accepted","1.00","4149465","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1093/jee/92.6.1329","poa pratensis l.","neotyphodium lolii glenn","NA","present","endophyte","infects kentucky bluegrass in mixed stands with perennial ryegrass, affects larval survival and movement of bluegrass webworm.","turfgrass","NA","abstract-csv","doi_10.1093_jee_92.6.1329","Relevant","Abstract","Abstract","Uncertain","10.1093/jee/92.6.1329","0","doi:10.1093/jee/92.6.1329","int_e76c7fa05912d0fc","neotyphodium lolii glenn","epichloe festucae","Resolved","synonym_map","0.95","4909561","Fungi","ascomycota","sordariomycetes","poa pratensis l.","poa pratensis","Resolved","exact_accepted","1.00","2704178","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1093/jee/92.6.1329","poa pratensis l.","bacon","NA","present","endophyte","infects kentucky bluegrass in mixed stands with perennial ryegrass, affects larval survival and movement of bluegrass webworm.","turfgrass","NA","abstract-csv","doi_10.1093_jee_92.6.1329","Relevant","Abstract","Abstract","Uncertain","10.1093/jee/92.6.1329","0","doi:10.1093/jee/92.6.1329","int_dd4f887d12daaead","bacon","","Unresolved","no_match","0.00","","","NA","NA","poa pratensis l.","poa pratensis","Resolved","exact_accepted","1.00","2704178","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1093/jee/92.6.1329","poa pratensis l.","price & hanlon","NA","present","endophyte","infects kentucky bluegrass in mixed stands with perennial ryegrass, affects larval survival and movement of bluegrass webworm.","turfgrass","NA","abstract-csv","doi_10.1093_jee_92.6.1329","Relevant","Abstract","Abstract","Uncertain","10.1093/jee/92.6.1329","0","doi:10.1093/jee/92.6.1329","int_32ac730058236c41","price & hanlon","","Unresolved","no_match","0.00","","","NA","NA","poa pratensis l.","poa pratensis","Resolved","exact_accepted","1.00","2704178","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.24425/aep.2019.125916","atriplex halimus l.","arbuscular mycorrhizal fungi","root","present","mycorrhiza","association observed, with presence of dark septate endophytes (dse) in 80% plants","wetland","algeria","abstract-csv","doi_10.24425_aep.2019.125916","Relevant","Abstract","Abstract","Uncertain","10.24425/aep.2019.125916","0","doi:10.24425/aep.2019.125916","int_d5550c837d361769","arbuscular mycorrhizal fungi","","Unresolved","descriptor_non_taxon","0.00","","","NA","NA","atriplex halimus l.","atriplex halimus","Resolved","exact_accepted","1.00","3083718","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.3390/plants13182618","polygonum cuspidatum","marasmius","root","present","endophyte","isolated from various tissues of japanese knotweed growing in the russian far east using next-generation sequencing (ngs) and a cultivation-based method.","NA","united states","abstract-csv","doi_10.3390_plants13182618","Relevant","Abstract","Abstract","Uncertain","10.3390/plants13182618","0","doi:10.3390/plants13182618","int_46ff469cf225706e","marasmius","marasmius","Resolved","genus_exact","0.70","2526678","Fungi","basidiomycota","agaricomycetes","polygonum cuspidatum","persicaria acuminata","Resolved","synonym_map","0.95","8213795","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.3390/plants13182618","polygonum cuspidatum","tuber","root","present","endophyte","isolated from various tissues of japanese knotweed growing in the russian far east using next-generation sequencing (ngs) and a cultivation-based method.","NA","united states","abstract-csv","doi_10.3390_plants13182618","Relevant","Abstract","Abstract","Uncertain","10.3390/plants13182618","0","doi:10.3390/plants13182618","int_be1364cdda3e000c","tuber","tuber","Resolved","genus_exact","0.70","8282501","Fungi","ascomycota","pezizomycetes","polygonum cuspidatum","persicaria acuminata","Resolved","synonym_map","0.95","8213795","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.3390/plants13182618","polygonum cuspidatum","microcyclosporella","root","present","endophyte","isolated from various tissues of japanese knotweed growing in the russian far east using next-generation sequencing (ngs) and a cultivation-based method.","NA","united states","abstract-csv","doi_10.3390_plants13182618","Relevant","Abstract","Abstract","Uncertain","10.3390/plants13182618","0","doi:10.3390/plants13182618","int_49141ca5d1bb5ac0","microcyclosporella","microcyclosporella","Resolved","genus_exact","0.70","7727636","Fungi","ascomycota","dothideomycetes","polygonum cuspidatum","persicaria acuminata","Resolved","synonym_map","0.95","8213795","Plantae","tracheophyta","magnoliopsida"
